#E/Ry      E-EF/eV    n_doped/cm-3   logn/cm-3      S/VK-1     sigma_t/Sm-1s-1 log_sigma_t/Sm-1s-1 kappael_t/Wm-1K-1s-1 log_kappael_t/Wm-1K-1s-1 mstar/me  
0.452190 0.203724 3.187064e+16 16.503391 -8.727982e-05 3.522592e+17 17.546862 5.718636e+13 13.757292 0.117427
0.452390 0.206445 9.175781e+16 16.962643 -1.054359e-04 3.598085e+17 17.556071 5.690566e+13 13.755155 0.112133
0.452590 0.209166 1.517932e+17 17.181252 -1.225663e-04 3.682635e+17 17.566159 5.669042e+13 13.753510 0.107529
0.452790 0.211887 2.121251e+17 17.326592 -1.386360e-04 3.776389e+17 17.577077 5.653940e+13 13.752351 0.103512
0.452990 0.214608 2.727534e+17 17.435770 -1.536247e-04 3.879511e+17 17.588777 5.645137e+13 13.751675 0.099997
0.453190 0.217329 3.341229e+17 17.523906 -1.675254e-04 3.992183e+17 17.601210 5.642517e+13 13.751473 0.096914
0.453390 0.220050 3.960854e+17 17.597789 -1.803432e-04 4.114601e+17 17.614328 5.645964e+13 13.751738 0.094204
0.453590 0.222772 4.590855e+17 17.661894 -1.920936e-04 4.246978e+17 17.628080 5.655364e+13 13.752461 0.091821
0.453790 0.225493 5.229750e+17 17.718481 -2.028013e-04 4.389543e+17 17.642419 5.670608e+13 13.753630 0.089721
0.453990 0.228214 5.881987e+17 17.769524 -2.124984e-04 4.542540e+17 17.657299 5.691589e+13 13.755234 0.087870
0.454190 0.230935 6.546082e+17 17.815981 -2.212232e-04 4.706228e+17 17.672673 5.718201e+13 13.757259 0.086239
0.454390 0.233656 7.226483e+17 17.858927 -2.290183e-04 4.880880e+17 17.688498 5.750340e+13 13.759694 0.084801
0.454590 0.236377 7.921708e+17 17.898819 -2.359299e-04 5.066785e+17 17.704732 5.787906e+13 13.762521 0.083535
0.454790 0.239098 8.636203e+17 17.936323 -2.420065e-04 5.264244e+17 17.721336 5.830800e+13 13.765728 0.082422
0.454990 0.241820 9.369969e+17 17.971738 -2.472977e-04 5.473572e+17 17.738271 5.878924e+13 13.769298 0.081444
0.455190 0.244541 1.012597e+18 18.005437 -2.518535e-04 5.695098e+17 17.755501 5.932182e+13 13.773214 0.080588
0.455390 0.247262 1.090421e+18 18.037594 -2.557236e-04 5.929161e+17 17.772993 5.990481e+13 13.777462 0.079841
0.455590 0.249983 1.170616e+18 18.068415 -2.589569e-04 6.176113e+17 17.790715 6.053728e+13 13.782023 0.079192
0.455790 0.252704 1.253628e+18 18.098169 -2.616007e-04 6.436318e+17 17.808638 6.121833e+13 13.786882 0.078631
0.455990 0.255425 1.339308e+18 18.126881 -2.637009e-04 6.710150e+17 17.826732 6.194707e+13 13.792021 0.078150
0.456190 0.258146 1.427953e+18 18.154714 -2.653012e-04 6.997992e+17 17.844973 6.272262e+13 13.797424 0.077741
0.456390 0.260868 1.519859e+18 18.181803 -2.664432e-04 7.300237e+17 17.863337 6.354413e+13 13.803075 0.077399
0.456590 0.263589 1.615026e+18 18.208180 -2.671662e-04 7.617286e+17 17.881800 6.441074e+13 13.808958 0.077115
0.456790 0.266310 1.713751e+18 18.233948 -2.675074e-04 7.949547e+17 17.900342 6.532163e+13 13.815057 0.076887
0.456990 0.269031 1.816182e+18 18.259159 -2.675013e-04 8.297436e+17 17.918944 6.627600e+13 13.821356 0.076709
0.457190 0.271752 1.922467e+18 18.283859 -2.671804e-04 8.661375e+17 17.937587 6.727304e+13 13.827841 0.076577
0.457390 0.274473 2.032902e+18 18.308117 -2.665748e-04 9.041789e+17 17.956254 6.831199e+13 13.834497 0.076488
0.457590 0.277194 2.147637e+18 18.331961 -2.657125e-04 9.439108e+17 17.974931 6.939209e+13 13.841310 0.076439
0.457790 0.279916 2.266818e+18 18.355417 -2.646193e-04 9.853766e+17 17.993602 7.051259e+13 13.848267 0.076426
0.457990 0.282637 2.390743e+18 18.378533 -2.633191e-04 1.028620e+18 18.012255 7.167279e+13 13.855354 0.076447
0.458190 0.285358 2.519411e+18 18.401299 -2.618341e-04 1.073684e+18 18.030877 7.287200e+13 13.862561 0.076501
0.458390 0.288079 2.653416e+18 18.423805 -2.601843e-04 1.120613e+18 18.049456 7.410953e+13 13.869874 0.076585
0.458590 0.290800 2.792610e+18 18.446010 -2.583884e-04 1.169450e+18 18.067982 7.538476e+13 13.877284 0.076697
0.458790 0.293521 2.937287e+18 18.467946 -2.564635e-04 1.220239e+18 18.086445 7.669705e+13 13.884779 0.076836
0.458990 0.296242 3.087895e+18 18.489662 -2.544252e-04 1.273023e+18 18.104836 7.804582e+13 13.892350 0.077001
0.459190 0.298963 3.244283e+18 18.511119 -2.522877e-04 1.327844e+18 18.123147 7.943051e+13 13.899987 0.077190
0.459390 0.301685 3.407046e+18 18.532378 -2.500642e-04 1.384745e+18 18.141370 8.085057e+13 13.907683 0.077403
0.459590 0.304406 3.576183e+18 18.553420 -2.477666e-04 1.443767e+18 18.159497 8.230552e+13 13.915429 0.077638
0.459790 0.307127 3.751990e+18 18.574262 -2.454056e-04 1.504952e+18 18.177523 8.379488e+13 13.923217 0.077894
0.459990 0.309848 3.934764e+18 18.594919 -2.429914e-04 1.568339e+18 18.195440 8.531821e+13 13.931042 0.078172
0.460190 0.312569 4.124654e+18 18.615388 -2.405328e-04 1.633969e+18 18.213244 8.687511e+13 13.938895 0.078470
0.460390 0.315290 4.321956e+18 18.635680 -2.380381e-04 1.701879e+18 18.230929 8.846523e+13 13.946773 0.078788
0.460590 0.318011 4.526817e+18 18.655793 -2.355148e-04 1.772108e+18 18.248490 9.008822e+13 13.954668 0.079125
0.460790 0.320733 4.739684e+18 18.675749 -2.329695e-04 1.844691e+18 18.265924 9.174380e+13 13.962577 0.079481
0.460990 0.323454 4.960555e+18 18.695530 -2.304086e-04 1.919666e+18 18.283226 9.343172e+13 13.970494 0.079856
0.461190 0.326175 5.189875e+18 18.715157 -2.278376e-04 1.997065e+18 18.300392 9.515175e+13 13.978417 0.080249
0.461390 0.328896 5.427793e+18 18.734623 -2.252614e-04 2.076922e+18 18.317420 9.690373e+13 13.986340 0.080659
0.461590 0.331617 5.674753e+18 18.753947 -2.226847e-04 2.159270e+18 18.334307 9.868750e+13 13.994262 0.081088
0.461790 0.334338 5.930756e+18 18.773110 -2.201116e-04 2.244138e+18 18.351050 1.005030e+14 14.002179 0.081533
0.461990 0.337059 6.196098e+18 18.792118 -2.175459e-04 2.331557e+18 18.367646 1.023501e+14 14.010088 0.081996
0.462190 0.339781 6.471223e+18 18.810986 -2.149908e-04 2.421555e+18 18.384094 1.042288e+14 14.017988 0.082476
0.462390 0.342502 6.756280e+18 18.829708 -2.124494e-04 2.514159e+18 18.400393 1.061391e+14 14.025876 0.082973
0.462590 0.345223 7.051565e+18 18.848286 -2.099243e-04 2.609394e+18 18.416540 1.080811e+14 14.033750 0.083487
0.462790 0.347944 7.357227e+18 18.866714 -2.074180e-04 2.707286e+18 18.432534 1.100549e+14 14.041609 0.084017
0.462990 0.350665 7.673710e+18 18.885005 -2.049326e-04 2.807857e+18 18.448375 1.120605e+14 14.049453 0.084563
0.463190 0.353386 8.001310e+18 18.903161 -2.024701e-04 2.911129e+18 18.464061 1.140981e+14 14.057278 0.085126
0.463390 0.356107 8.340029e+18 18.921168 -2.000321e-04 3.017123e+18 18.479593 1.161680e+14 14.065086 0.085705
0.463590 0.358829 8.690457e+18 18.939043 -1.976201e-04 3.125859e+18 18.494969 1.182702e+14 14.072875 0.086301
0.463790 0.361550 9.052597e+18 18.956773 -1.952355e-04 3.237355e+18 18.510190 1.204051e+14 14.080645 0.086912
0.463990 0.364271 9.426892e+18 18.974369 -1.928792e-04 3.351629e+18 18.525256 1.225729e+14 14.088394 0.087540
0.464190 0.366992 9.813638e+18 18.991830 -1.905525e-04 3.468697e+18 18.540166 1.247739e+14 14.096124 0.088183
0.464390 0.369713 1.021298e+19 19.009153 -1.882559e-04 3.588573e+18 18.554922 1.270085e+14 14.103833 0.088842
0.464590 0.372434 1.062538e+19 19.026344 -1.859904e-04 3.711273e+18 18.569523 1.292769e+14 14.111521 0.089517
0.464790 0.375155 1.105096e+19 19.043400 -1.837564e-04 3.836810e+18 18.583970 1.315796e+14 14.119189 0.090208
0.464990 0.377877 1.148989e+19 19.060316 -1.815545e-04 3.965196e+18 18.598265 1.339170e+14 14.126836 0.090914
0.465190 0.380598 1.194275e+19 19.077104 -1.793851e-04 4.096442e+18 18.612407 1.362893e+14 14.134462 0.091636
0.465390 0.383319 1.240969e+19 19.093761 -1.772483e-04 4.230560e+18 18.626398 1.386971e+14 14.142068 0.092374
