#E/Ry     ,E-EF/eV   ,n_doped/cm-3  ,logn/cm-3     ,S/VK-1    ,sigma_t/Sm-1s-1,log_sigma_t/Sm-1s-1,kappael_t/Wm-1K-1s-1,log_kappael_t/Wm-1K-1s-1,mstar/me  
0.177390,-3.535122,7.997302e+22,22.902944,-1.009204e-05,4.298686e+20,20.633336,3.156340e+15,15.499184,-0.953904
0.177590,-3.532401,7.993327e+22,22.902728,-1.006375e-05,4.314802e+20,20.634961,3.168142e+15,15.500805,-0.954295
0.177790,-3.529680,7.989342e+22,22.902511,-1.003568e-05,4.330930e+20,20.636581,3.179966e+15,15.502422,-0.954693
0.177990,-3.526959,7.985347e+22,22.902294,-1.000788e-05,4.347069e+20,20.638197,3.191810e+15,15.504037,-0.955100
0.178190,-3.524238,7.981344e+22,22.902076,-9.980405e-06,4.363222e+20,20.639807,3.203675e+15,15.505648,-0.955515
0.178390,-3.521517,7.977331e+22,22.901858,-9.953292e-06,4.379388e+20,20.641413,3.215558e+15,15.507256,-0.955939
0.178590,-3.518795,7.973309e+22,22.901639,-9.926567e-06,4.395568e+20,20.643015,3.227459e+15,15.508861,-0.956372
0.178790,-3.516074,7.969277e+22,22.901419,-9.900240e-06,4.411764e+20,20.644612,3.239375e+15,15.510461,-0.956814
0.178990,-3.513353,7.965236e+22,22.901199,-9.874309e-06,4.427976e+20,20.646205,3.251304e+15,15.512058,-0.957267
0.179190,-3.510632,7.961185e+22,22.900978,-9.848758e-06,4.444206e+20,20.647794,3.263246e+15,15.513650,-0.957730
0.179390,-3.507911,7.957125e+22,22.900756,-9.823558e-06,4.460455e+20,20.649379,3.275198e+15,15.515238,-0.958202
0.179590,-3.505190,7.953055e+22,22.900534,-9.798670e-06,4.476723e+20,20.650960,3.287161e+15,15.516821,-0.958685
0.179790,-3.502469,7.948976e+22,22.900311,-9.774053e-06,4.493010e+20,20.652537,3.299132e+15,15.518400,-0.959178
0.179990,-3.499747,7.944887e+22,22.900088,-9.749660e-06,4.509318e+20,20.654111,3.311111e+15,15.519974,-0.959681
0.180190,-3.497026,7.940789e+22,22.899864,-9.725447e-06,4.525645e+20,20.655681,3.323100e+15,15.521543,-0.960194
0.180390,-3.494305,7.936681e+22,22.899639,-9.701376e-06,4.541993e+20,20.657246,3.335097e+15,15.523108,-0.960717
0.180590,-3.491584,7.932563e+22,22.899414,-9.677418e-06,4.558361e+20,20.658809,3.347104e+15,15.524669,-0.961250
0.180790,-3.488863,7.928436e+22,22.899188,-9.653553e-06,4.574748e+20,20.660367,3.359122e+15,15.526226,-0.961792
0.180990,-3.486142,7.924299e+22,22.898961,-9.629770e-06,4.591153e+20,20.661922,3.371152e+15,15.527778,-0.962343
0.181190,-3.483421,7.920152e+22,22.898734,-9.606072e-06,4.607577e+20,20.663473,3.383195e+15,15.529327,-0.962904
0.181390,-3.480699,7.915996e+22,22.898506,-9.582467e-06,4.624019e+20,20.665020,3.395252e+15,15.530872,-0.963473
0.181590,-3.477978,7.911830e+22,22.898277,-9.558971e-06,4.640478e+20,20.666563,3.407322e+15,15.532413,-0.964051
0.181790,-3.475257,7.907654e+22,22.898048,-9.535602e-06,4.656954e+20,20.668102,3.419408e+15,15.533951,-0.964637
0.181990,-3.472536,7.903468e+22,22.897818,-9.512382e-06,4.673448e+20,20.669637,3.431508e+15,15.535485,-0.965230
0.182190,-3.469815,7.899273e+22,22.897587,-9.489330e-06,4.689959e+20,20.671169,3.443623e+15,15.537016,-0.965831
0.182390,-3.467094,7.895067e+22,22.897356,-9.466461e-06,4.706488e+20,20.672697,3.455753e+15,15.538543,-0.966438
0.182590,-3.464373,7.890852e+22,22.897124,-9.443786e-06,4.723035e+20,20.674221,3.467896e+15,15.540066,-0.967052
0.182790,-3.461651,7.886627e+22,22.896891,-9.421310e-06,4.739600e+20,20.675742,3.480053e+15,15.541586,-0.967670
0.182990,-3.458930,7.882391e+22,22.896658,-9.399033e-06,4.756184e+20,20.677259,3.492223e+15,15.543102,-0.968294
0.183190,-3.456209,7.878146e+22,22.896424,-9.376947e-06,4.772787e+20,20.678772,3.504404e+15,15.544614,-0.968922
0.183390,-3.453488,7.873891e+22,22.896189,-9.355043e-06,4.789410e+20,20.680282,3.516597e+15,15.546123,-0.969553
0.183590,-3.450767,7.869626e+22,22.895954,-9.333306e-06,4.806052e+20,20.681788,3.528801e+15,15.547627,-0.970187
0.183790,-3.448046,7.865351e+22,22.895718,-9.311719e-06,4.822714e+20,20.683292,3.541016e+15,15.549128,-0.970822
