#E/Ry     ,E-EF/eV   ,n_doped/cm-3  ,logn/cm-3     ,S/VK-1    ,sigma_t/Sm-1s-1,log_sigma_t/Sm-1s-1,kappael_t/Wm-1K-1s-1,log_kappael_t/Wm-1K-1s-1,mstar/me  
0.177190,-3.537843,7.998794e+22,22.903025,-1.683233e-05,4.287158e+20,20.632169,5.266429e+15,15.721516,-0.955785
0.177390,-3.535122,7.994821e+22,22.902809,-1.678825e-05,4.303248e+20,20.633796,5.286021e+15,15.723129,-0.956215
0.177590,-3.532401,7.990839e+22,22.902592,-1.674439e-05,4.319356e+20,20.635419,5.305639e+15,15.724738,-0.956652
0.177790,-3.529680,7.986848e+22,22.902375,-1.670076e-05,4.335482e+20,20.637037,5.325280e+15,15.726342,-0.957094
0.177990,-3.526959,7.982847e+22,22.902158,-1.665735e-05,4.351626e+20,20.638652,5.344947e+15,15.727943,-0.957542
0.178190,-3.524238,7.978837e+22,22.901940,-1.661418e-05,4.367787e+20,20.640261,5.364638e+15,15.729540,-0.957997
0.178390,-3.521517,7.974817e+22,22.901721,-1.657124e-05,4.383965e+20,20.641867,5.384353e+15,15.731134,-0.958457
0.178590,-3.518795,7.970787e+22,22.901501,-1.652853e-05,4.400161e+20,20.643469,5.404092e+15,15.732723,-0.958924
0.178790,-3.516074,7.966748e+22,22.901281,-1.648605e-05,4.416375e+20,20.645066,5.423855e+15,15.734308,-0.959398
0.178990,-3.513353,7.962700e+22,22.901060,-1.644381e-05,4.432607e+20,20.646659,5.443642e+15,15.735890,-0.959878
0.179190,-3.510632,7.958641e+22,22.900839,-1.640180e-05,4.448856e+20,20.648248,5.463453e+15,15.737467,-0.960365
0.179390,-3.507911,7.954574e+22,22.900617,-1.636004e-05,4.465122e+20,20.649833,5.483288e+15,15.739041,-0.960858
0.179590,-3.505190,7.950496e+22,22.900394,-1.631850e-05,4.481407e+20,20.651414,5.503146e+15,15.740611,-0.961358
0.179790,-3.502469,7.946409e+22,22.900171,-1.627720e-05,4.497709e+20,20.652991,5.523026e+15,15.742177,-0.961865
0.179990,-3.499747,7.942312e+22,22.899947,-1.623613e-05,4.514028e+20,20.654564,5.542930e+15,15.743739,-0.962378
0.180190,-3.497026,7.938205e+22,22.899722,-1.619529e-05,4.530366e+20,20.656133,5.562857e+15,15.745298,-0.962898
0.180390,-3.494305,7.934089e+22,22.899497,-1.615468e-05,4.546721e+20,20.657698,5.582806e+15,15.746853,-0.963425
0.180590,-3.491584,7.929962e+22,22.899271,-1.611431e-05,4.563094e+20,20.659259,5.602778e+15,15.748403,-0.963959
0.180790,-3.488863,7.925826e+22,22.899045,-1.607415e-05,4.579485e+20,20.660817,5.622772e+15,15.749950,-0.964500
0.180990,-3.486142,7.921680e+22,22.898817,-1.603423e-05,4.595894e+20,20.662370,5.642788e+15,15.751494,-0.965047
0.181190,-3.483421,7.917524e+22,22.898589,-1.599452e-05,4.612321e+20,20.663920,5.662826e+15,15.753033,-0.965601
0.181390,-3.480699,7.913358e+22,22.898361,-1.595503e-05,4.628766e+20,20.665465,5.682886e+15,15.754569,-0.966162
0.181590,-3.477978,7.909182e+22,22.898132,-1.591576e-05,4.645228e+20,20.667007,5.702968e+15,15.756101,-0.966729
0.181790,-3.475257,7.904995e+22,22.897902,-1.587670e-05,4.661709e+20,20.668545,5.723071e+15,15.757629,-0.967303
0.181990,-3.472536,7.900799e+22,22.897671,-1.583785e-05,4.678208e+20,20.670079,5.743195e+15,15.759154,-0.967884
0.182190,-3.469815,7.896593e+22,22.897440,-1.579921e-05,4.694724e+20,20.671610,5.763341e+15,15.760674,-0.968472
0.182390,-3.467094,7.892376e+22,22.897208,-1.576077e-05,4.711259e+20,20.673137,5.783508e+15,15.762191,-0.969066
0.182590,-3.464373,7.888150e+22,22.896975,-1.572253e-05,4.727812e+20,20.674660,5.803696e+15,15.763705,-0.969666
0.182790,-3.461651,7.883913e+22,22.896742,-1.568450e-05,4.744382e+20,20.676180,5.823904e+15,15.765214,-0.970274
0.182990,-3.458930,7.879665e+22,22.896508,-1.564665e-05,4.760971e+20,20.677696,5.844134e+15,15.766720,-0.970887
0.183190,-3.456209,7.875408e+22,22.896273,-1.560899e-05,4.777578e+20,20.679208,5.864384e+15,15.768222,-0.971508
0.183390,-3.453488,7.871139e+22,22.896038,-1.557152e-05,4.794203e+20,20.680716,5.884655e+15,15.769721,-0.972135
0.183590,-3.450767,7.866861e+22,22.895801,-1.553424e-05,4.810846e+20,20.682221,5.904946e+15,15.771216,-0.972768
0.183790,-3.448046,7.862572e+22,22.895565,-1.549713e-05,4.827507e+20,20.683723,5.925258e+15,15.772707,-0.973408
0.183990,-3.445325,7.858272e+22,22.895327,-1.546020e-05,4.844185e+20,20.685221,5.945591e+15,15.774195,-0.974055
0.184190,-3.442603,7.853962e+22,22.895089,-1.542343e-05,4.860882e+20,20.686715,5.965943e+15,15.775679,-0.974708
0.184390,-3.439882,7.849641e+22,22.894850,-1.538684e-05,4.877597e+20,20.688206,5.986316e+15,15.777160,-0.975368
0.184590,-3.437161,7.845310e+22,22.894610,-1.535041e-05,4.894330e+20,20.689693,6.006709e+15,15.778637,-0.976036
0.184790,-3.434440,7.840967e+22,22.894370,-1.531414e-05,4.911080e+20,20.691177,6.027123e+15,15.780110,-0.976710
0.184990,-3.431719,7.836614e+22,22.894128,-1.527802e-05,4.927849e+20,20.692657,6.047557e+15,15.781580,-0.977391
0.185190,-3.428998,7.832250e+22,22.893887,-1.524206e-05,4.944635e+20,20.694134,6.068011e+15,15.783046,-0.978079
0.185390,-3.426277,7.827875e+22,22.893644,-1.520624e-05,4.961439e+20,20.695608,6.088486e+15,15.784509,-0.978775
0.185590,-3.423556,7.823488e+22,22.893400,-1.517058e-05,4.978260e+20,20.697078,6.108981e+15,15.785969,-0.979479
0.185790,-3.420834,7.819091e+22,22.893156,-1.513505e-05,4.995100e+20,20.698544,6.129497e+15,15.787425,-0.980190
0.185990,-3.418113,7.814682e+22,22.892911,-1.509966e-05,5.011956e+20,20.700007,6.150033e+15,15.788877,-0.980909
0.186190,-3.415392,7.810262e+22,22.892666,-1.506442e-05,5.028830e+20,20.701467,6.170591e+15,15.790327,-0.981637
0.186390,-3.412671,7.805831e+22,22.892419,-1.502930e-05,5.045721e+20,20.702923,6.191169e+15,15.791773,-0.982373
0.186590,-3.409950,7.801388e+22,22.892172,-1.499432e-05,5.062629e+20,20.704376,6.211768e+15,15.793215,-0.983118
0.186790,-3.407229,7.796934e+22,22.891924,-1.495947e-05,5.079555e+20,20.705826,6.232389e+15,15.794655,-0.983871
0.186990,-3.404508,7.792468e+22,22.891675,-1.492475e-05,5.096497e+20,20.707272,6.253032e+15,15.796091,-0.984634
0.187190,-3.401786,7.787990e+22,22.891425,-1.489016e-05,5.113456e+20,20.708715,6.273696e+15,15.797523,-0.985406
0.187390,-3.399065,7.783500e+22,22.891175,-1.485571e-05,5.130432e+20,20.710154,6.294382e+15,15.798953,-0.986189
0.187590,-3.396344,7.778999e+22,22.890924,-1.482138e-05,5.147424e+20,20.711590,6.315090e+15,15.800380,-0.986981
0.187790,-3.393623,7.774485e+22,22.890672,-1.478718e-05,5.164433e+20,20.713023,6.335821e+15,15.801803,-0.987783
0.187990,-3.390902,7.769959e+22,22.890419,-1.475312e-05,5.181458e+20,20.714452,6.356574e+15,15.803223,-0.988596
0.188190,-3.388181,7.765420e+22,22.890165,-1.471919e-05,5.198499e+20,20.715878,6.377351e+15,15.804640,-0.989420
0.188390,-3.385460,7.760870e+22,22.889910,-1.468541e-05,5.215557e+20,20.717301,6.398151e+15,15.806054,-0.990255
0.188590,-3.382738,7.756306e+22,22.889655,-1.465176e-05,5.232630e+20,20.718720,6.418974e+15,15.807466,-0.991102
0.188790,-3.380017,7.751730e+22,22.889399,-1.461826e-05,5.249719e+20,20.720136,6.439822e+15,15.808874,-0.991960
0.188990,-3.377296,7.747141e+22,22.889141,-1.458491e-05,5.266824e+20,20.721549,6.460693e+15,15.810279,-0.992830
0.189190,-3.374575,7.742539e+22,22.888883,-1.455172e-05,5.283944e+20,20.722958,6.481588e+15,15.811681,-0.993712
