#E/Ry     ,E-EF/eV   ,n_doped/cm-3  ,logn/cm-3     ,S/VK-1    ,sigma_t/Sm-1s-1,log_sigma_t/Sm-1s-1,kappael_t/Wm-1K-1s-1,log_kappael_t/Wm-1K-1s-1,mstar/me  
0.177190,-3.537843,7.997051e+22,22.902930,-2.016901e-05,4.290476e+20,20.632505,6.341048e+15,15.802161,-0.957287
0.177390,-3.535122,7.993073e+22,22.902714,-2.011672e-05,4.306559e+20,20.634130,6.364490e+15,15.803764,-0.957741
0.177590,-3.532401,7.989084e+22,22.902497,-2.006469e-05,4.322661e+20,20.635751,6.387961e+15,15.805362,-0.958199
0.177790,-3.529680,7.985087e+22,22.902280,-2.001292e-05,4.338781e+20,20.637368,6.411461e+15,15.806957,-0.958663
0.177990,-3.526959,7.981080e+22,22.902062,-1.996140e-05,4.354919e+20,20.638980,6.434991e+15,15.808548,-0.959133
0.178190,-3.524238,7.977063e+22,22.901843,-1.991014e-05,4.371075e+20,20.640588,6.458549e+15,15.810135,-0.959609
0.178390,-3.521517,7.973036e+22,22.901624,-1.985914e-05,4.387249e+20,20.642192,6.482136e+15,15.811718,-0.960090
0.178590,-3.518795,7.969000e+22,22.901404,-1.980839e-05,4.403441e+20,20.643792,6.505752e+15,15.813298,-0.960578
0.178790,-3.516074,7.964954e+22,22.901183,-1.975789e-05,4.419651e+20,20.645388,6.529396e+15,15.814873,-0.961071
0.178990,-3.513353,7.960898e+22,22.900962,-1.970766e-05,4.435879e+20,20.646980,6.553069e+15,15.816445,-0.961571
0.179190,-3.510632,7.956833e+22,22.900740,-1.965767e-05,4.452124e+20,20.648567,6.576770e+15,15.818013,-0.962077
0.179390,-3.507911,7.952757e+22,22.900518,-1.960794e-05,4.468388e+20,20.650151,6.600498e+15,15.819577,-0.962589
0.179590,-3.505190,7.948672e+22,22.900295,-1.955846e-05,4.484669e+20,20.651730,6.624255e+15,15.821137,-0.963107
0.179790,-3.502469,7.944577e+22,22.900071,-1.950923e-05,4.500969e+20,20.653306,6.648038e+15,15.822694,-0.963632
0.179990,-3.499747,7.940472e+22,22.899846,-1.946025e-05,4.517286e+20,20.654878,6.671850e+15,15.824246,-0.964163
0.180190,-3.497026,7.936357e+22,22.899621,-1.941152e-05,4.533621e+20,20.656445,6.695688e+15,15.825795,-0.964701
0.180390,-3.494305,7.932232e+22,22.899395,-1.936304e-05,4.549974e+20,20.658009,6.719554e+15,15.827340,-0.965245
0.180590,-3.491584,7.928096e+22,22.899169,-1.931480e-05,4.566345e+20,20.659569,6.743446e+15,15.828882,-0.965796
0.180790,-3.488863,7.923951e+22,22.898942,-1.926681e-05,4.582734e+20,20.661125,6.767365e+15,15.830420,-0.966354
0.180990,-3.486142,7.919796e+22,22.898714,-1.921906e-05,4.599141e+20,20.662677,6.791310e+15,15.831954,-0.966918
0.181190,-3.483421,7.915630e+22,22.898485,-1.917155e-05,4.615565e+20,20.664225,6.815282e+15,15.833484,-0.967489
0.181390,-3.480699,7.911454e+22,22.898256,-1.912428e-05,4.632008e+20,20.665769,6.839279e+15,15.835010,-0.968067
0.181590,-3.477978,7.907268e+22,22.898026,-1.907724e-05,4.648468e+20,20.667310,6.863303e+15,15.836533,-0.968652
0.181790,-3.475257,7.903071e+22,22.897796,-1.903044e-05,4.664947e+20,20.668847,6.887352e+15,15.838052,-0.969243
0.181990,-3.472536,7.898864e+22,22.897565,-1.898387e-05,4.681443e+20,20.670380,6.911426e+15,15.839568,-0.969842
0.182190,-3.469815,7.894647e+22,22.897333,-1.893752e-05,4.697956e+20,20.671909,6.935526e+15,15.841079,-0.970448
0.182390,-3.467094,7.890419e+22,22.897100,-1.889141e-05,4.714488e+20,20.673435,6.959651e+15,15.842587,-0.971061
0.182590,-3.464373,7.886181e+22,22.896867,-1.884551e-05,4.731038e+20,20.674956,6.983801e+15,15.844092,-0.971681
0.182790,-3.461651,7.881932e+22,22.896633,-1.879984e-05,4.747605e+20,20.676475,7.007975e+15,15.845593,-0.972308
0.182990,-3.458930,7.877672e+22,22.896398,-1.875439e-05,4.764190e+20,20.677989,7.032174e+15,15.847090,-0.972942
0.183190,-3.456209,7.873402e+22,22.896162,-1.870915e-05,4.780793e+20,20.679500,7.056398e+15,15.848583,-0.973584
0.183390,-3.453488,7.869120e+22,22.895926,-1.866413e-05,4.797414e+20,20.681007,7.080646e+15,15.850073,-0.974233
0.183590,-3.450767,7.864828e+22,22.895689,-1.861931e-05,4.814052e+20,20.682511,7.104918e+15,15.851559,-0.974890
0.183790,-3.448046,7.860525e+22,22.895452,-1.857471e-05,4.830708e+20,20.684011,7.129214e+15,15.853042,-0.975554
0.183990,-3.445325,7.856211e+22,22.895213,-1.853031e-05,4.847382e+20,20.685507,7.153533e+15,15.854521,-0.976226
0.184190,-3.442603,7.851886e+22,22.894974,-1.848611e-05,4.864074e+20,20.687000,7.177877e+15,15.855996,-0.976906
0.184390,-3.439882,7.847550e+22,22.894734,-1.844211e-05,4.880783e+20,20.688489,7.202244e+15,15.857468,-0.977594
0.184590,-3.437161,7.843202e+22,22.894493,-1.839831e-05,4.897510e+20,20.689975,7.226634e+15,15.858936,-0.978290
0.184790,-3.434440,7.838843e+22,22.894252,-1.835470e-05,4.914254e+20,20.691458,7.251048e+15,15.860401,-0.978994
0.184990,-3.431719,7.834473e+22,22.894010,-1.831129e-05,4.931016e+20,20.692936,7.275485e+15,15.861862,-0.979706
0.185190,-3.428998,7.830092e+22,22.893767,-1.826806e-05,4.947795e+20,20.694412,7.299945e+15,15.863320,-0.980427
0.185390,-3.426277,7.825699e+22,22.893523,-1.822502e-05,4.964592e+20,20.695884,7.324428e+15,15.864774,-0.981156
